"gut_r1"	"gut_r2"	"gut_r3"	"duct_r1"	"duct_r2"	"duct_r3"	"node_r1"	"node_r2"	"node_r3"	"log2fold"	"p"	"p.adj"	"chromosome"	"start"	"stop"	"gene_name"	"gene_type"	"mean"	"mlog10p"	"sig"
"ENSMUSG00000100199"	274.73	323.37	347.29	108.22	177.66	188.05	197.55	88.67	51.66	-0.9971052249	0.0099008386	0.046056008	"15"	82899080	82905818	"Gm20324"	"antisense"	195.244444444444	2.00432801914707	"FALSE"
"ENSMUSG00000100627"	0	0	0	4.71	3.86	4.53	17.7	5.69	0.89	4.9070557127	0.0032342175	0.0191419799	"1"	154037597	154117951	"A830008E24Rik"	"lincRNA"	4.15333333333333	2.49023077729493	"TRUE"
"ENSMUSG00000100658"	1.85	7.77	1.38	24.31	24.14	30.21	0	8.14	1.78	2.8354308458	0.0085098765	0.0410785638	"1"	132342023	132349626	"F730311O21Rik"	"lincRNA"	11.0644444444444	2.07007674258964	"TRUE"
"ENSMUSG00000100711"	0	0	0	18.82	16.41	7.55	4.66	40.68	52.55	6.6098804179	3.752e-06	6.36411405287721e-05	"1"	98173648	98190698	"Gm29461"	"lincRNA"	15.63	5.42573717029297	"TRUE"
"ENSMUSG00000100826"	6.48	3.11	0	5.49	1.93	77.03	11.18	14.64	13.36	3.1775735786	0.0062257538	0.0321785864	"7"	59307924	59975759	"Snhg14"	"processed_transcript"	14.8022222222222	2.20580805766821	"TRUE"
"ENSMUSG00000100975"	10.18	16.32	15.91	47.84	142.9	136.7	33.55	40.68	45.43	2.9464056441	0.0071009291	0.0355865203	"12"	104925501	104926142	"Gm28875"	"lincRNA"	54.39	2.14868482359016	"TRUE"
"ENSMUSG00000101059"	67.53	68.41	47.04	126.26	127.45	110.26	61.5	66.71	77.49	0.9953509797	0.0013671596	0.0096786737	"Y"	1268548	1268885	"Gm4017"	"processed_pseudogene"	83.6277777777778	2.86418078363745	"FALSE"
"ENSMUSG00000101113"	1.85	2.33	2.08	48.62	28.97	10.57	30.75	121.21	86.4	3.8107383852	6.80509170482228e-06	0.0001080477	"15"	77558239	77561892	"1700025B11Rik"	"protein_coding"	36.9755555555556	5.16716601790665	"TRUE"
"ENSMUSG00000101209"	9.25	10.11	8.99	24.31	26.07	27.94	24.23	23.59	31.17	1.4671685682	0.0003434309	0.0030977079	"9"	96905507	96905885	"Gm8524"	"processed_pseudogene"	20.6288888888889	3.46416063201797	"TRUE"
"ENSMUSG00000101264"	0	0	0	3.14	1.93	12.08	20.5	17.9	7.13	5.3064505665	0.0011519745	0.0083798114	"19"	11035417	11037635	"Gm28347"	"lincRNA"	6.96444444444444	2.93855713430852	"TRUE"
"ENSMUSG00000101304"	101.75	99.5	87.86	3.92	3.86	28.7	0	4.07	8.02	-2.9793001341	0.007205903	0.0359987846	"9"	50488795	50507823	"Plet1os"	"antisense"	37.52	2.14231158829287	"TRUE"
"ENSMUSG00000101389"	54.58	39.64	100.31	160.77	429.66	274.9	1.86	25.22	29.39	2.1512348428	0.0015966582	0.0109395994	"19"	11375523	11392790	"Ms4a4a"	"protein_coding"	124.036666666667	2.79678804425063	"TRUE"
"ENSMUSG00000101462"	0	0	0	3.14	5.79	17.37	10.25	7.32	11.58	5.9152642782	0.0003685463	0.0032735322	"1"	34415050	34417986	"Gm3052"	"transcribed_processed_pseudogene"	6.16111111111111	3.43350794451755	"TRUE"
"ENSMUSG00000101567"	0.93	0.78	2.77	6.27	3.86	16.62	19.57	7.32	8.02	2.5499448965	0.0078191823	0.0384200661	"1"	44463923	44464231	"Txn-ps1"	"processed_pseudogene"	7.34888888888889	2.10683866141149	"TRUE"
"ENSMUSG00000101615"	0	0	0	1.57	30.9	0	4.66	23.59	0.89	6.2046639243	0.0012156086	0.0087603601	"9"	96537161	96537854	"Gm8495"	"processed_pseudogene"	6.84555555555556	2.91520623610169	"TRUE"
"ENSMUSG00000101674"	61.98	105.72	114.84	31.37	22.21	9.82	8.39	45.56	38.3	-2.1585478319	0.0023060616	0.0146502323	"1"	54681729	54767524	"4930444A19Rik"	"antisense"	48.6877777777778	2.6371290959213	"TRUE"
"ENSMUSG00000101746"	5.55	1.55	2.77	37.64	28.97	43.8	13.05	21.97	20.49	3.5230105702	2.17e-07	5.10486371086673e-06	"1"	177641542	177642943	"2310043L19Rik"	"lincRNA"	19.5322222222222	6.66354026615147	"TRUE"
"ENSMUSG00000101856"	29.6	52.08	53.27	69.8	66.62	166.91	75.48	111.45	113.12	1.1661712173	0.004775897	0.0261488255	"5"	25530013	25531466	"1700096K18Rik"	"lincRNA"	82.0366666666667	2.32094504804577	"TRUE"
"ENSMUSG00000101905"	0	0	0	10.98	9.66	0	12.11	4.07	0	5.5572849532	0.0080802146	0.0395257954	"1"	156939838	156940196	"4930439D14Rik"	"antisense"	4.09111111111111	2.09257710477514	"TRUE"
"ENSMUSG00000102029"	0	0	0	14.9	50.21	0	0	26.03	16.92	7.2157476431	0.0008009127	0.0062093797	"12"	83063392	83098874	"Gm29530"	"antisense"	12.0066666666667	3.09641481971416	"TRUE"
"ENSMUSG00000102051"	0	5.44	6.23	42.35	13.52	79.3	0	16.27	10.69	3.5150753759	0.0037683393	0.0216282976	"15"	75131377	75135128	"I830127L07Rik"	"transcribed_unprocessed_pseudogene"	19.3111111111111	2.42385000038989	"TRUE"
"ENSMUSG00000102059"	37.93	13.21	6.92	117.63	137.1	145.76	41.93	43.93	32.96	2.8039822133	3.00419759699757e-06	5.26693903076978e-05	"1"	58652641	58655831	"Gm20257"	"transcribed_unprocessed_pseudogene"	64.1522222222222	5.52227150560148	"TRUE"
"ENSMUSG00000102099"	8.33	1.55	6.23	31.37	61.79	33.99	19.57	73.22	68.58	2.9858626765	0.0067691975	0.0343197491	"13"	35180267	35188017	"1700011B04Rik"	"processed_transcript"	33.8477777777778	2.16946281462059	"TRUE"
"ENSMUSG00000102112"	35.15	39.64	42.2	109.79	203.72	222.04	124.87	128.54	105.99	2.1913949506	1.11722451817634e-09	4.5e-08	"14"	121876725	121879409	"1810041H14Rik"	"antisense"	112.437777777778	8.95185954200804	"TRUE"
"ENSMUSG00000102172"	4.63	2.33	0.69	14.12	44.41	46.07	101.57	52.88	12.47	3.8155347586	8.0931e-05	0.000915156	"1"	160648023	160650302	"Gm37873"	"TEC"	31.0188888888889	4.09188509334279	"TRUE"
"ENSMUSG00000102202"	81.4	128.26	69.18	0.78	3.86	3.78	0	7.32	0	-5.0577744819	1.19295933058353e-05	0.0001775229	"1"	36132042	36138746	"Gm33280"	"lincRNA"	32.7311111111111	4.92337436169782	"TRUE"
"ENSMUSG00000102212"	6.48	9.33	41.51	210.96	301.24	261.31	324.28	296.94	299.28	3.7484269785	0.0003950977	0.0034590527	"17"	51757295	51761621	"C230085N15Rik"	"TEC"	194.592222222222	3.40329549848918	"TRUE"
"ENSMUSG00000102235"	0	3.11	6.92	0	0	0	3.73	7.32	0	-4.4884136493	0.0044918976	0.0248909585	"1"	79619522	79621034	"Gm37886"	"TEC"	2.34222222222222	2.34757015273601	"TRUE"
"ENSMUSG00000102258"	73.08	54.41	92.7	24.31	2.9	8.31	1.86	35.79	28.5	-2.6237378967	0.0026190741	0.0161757675	"2"	15056713	15059473	"Gm38257"	"TEC"	35.7622222222222	2.58185221414985	"TRUE"
"ENSMUSG00000102278"	9.25	9.33	29.06	0.78	0.97	0	5.59	2.44	9.8	-4.8471861164	7.86518067448988e-05	0.0008947179	"1"	172388234	172390989	"Gm37145"	"TEC"	7.46888888888889	4.10429129655847	"TRUE"
"ENSMUSG00000102326"	3.7	9.33	0	38.43	20.28	46.07	1.86	51.25	39.19	3.0196323685	0.001741214	0.0117397244	"1"	157347339	157350043	"Gm37788"	"TEC"	23.3455555555556	2.75914784961348	"TRUE"
"ENSMUSG00000102329"	91.58	97.17	141.82	1921.35	1785.24	1819.35	3504.62	7686.15	8280.03	4.0599973109	8.78231328727461e-43	1.52687835093675e-39	"2"	11521706	11530836	"Gm10851"	"antisense"	2814.14555555556	42.0563910745753	"TRUE"
"ENSMUSG00000102352"	33.3	34.98	38.74	5.49	1.93	3.78	0.93	1.63	1.78	-3.2409835446	0.0002452151	0.0023413838	"9"	32507745	32510383	"Gm38346"	"TEC"	13.6177777777778	3.61045279008853	"TRUE"
"ENSMUSG00000102353"	119.33	202.11	181.95	42.35	100.41	26.43	17.7	35.79	9.8	-1.5843125768	0.0001574088	0.0016106034	"19"	37432909	37434656	"Gm38345"	"TEC"	81.7633333333333	3.80297099189684	"TRUE"
"ENSMUSG00000102376"	1.85	7.77	9.69	82.34	294.48	249.98	231.09	392.93	425.76	4.9913321306	2.69026533227001e-14	2.40089600049252e-12	"2"	11532596	11534694	"Gm37975"	"TEC"	188.432222222222	13.5702048848087	"TRUE"
"ENSMUSG00000102380"	38.85	40.42	80.25	12.55	3.86	2.27	2.8	4.88	0.89	-3.0891063148	6.55455111476817e-05	0.000770409	"1"	134096405	134099159	"Gm38140"	"TEC"	20.7522222222222	4.18345704540098	"TRUE"
"ENSMUSG00000102461"	0.93	0	0	36.86	5.79	4.53	54.05	0	33.85	5.7934993576	0.0031518039	0.0187446083	"9"	103120368	103122841	"Gm37166"	"TEC"	15.1122222222222	2.50144081142273	"TRUE"
"ENSMUSG00000102503"	137.83	110.38	130.75	38.43	27.03	15.1	14.91	47.18	90.85	-2.2342811328	0.0040317592	0.0228200198	"1"	54737166	54738575	"Gm37370"	"TEC"	68.0511111111111	2.39450541436863	"TRUE"
"ENSMUSG00000102554"	0.93	1.55	0	7.06	13.52	9.06	2.8	12.2	0.89	3.6179566906	0.002963984	0.0178463485	"9"	108331246	108331609	"Gm37568"	"processed_pseudogene"	5.33444444444444	2.52812414506871	"TRUE"
"ENSMUSG00000102561"	0	0	0	2.35	17.38	14.35	24.23	1.63	23.16	6.2826220285	0.0021856545	0.0140391961	"1"	60989479	60991963	"Gm37039"	"TEC"	9.23333333333333	2.66041848859054	"TRUE"
"ENSMUSG00000102682"	0	0	0	12.55	22.21	27.94	66.16	65.9	40.97	7.1637492557	2.02824678000632e-08	6.27823628653885e-07	"1"	184358329	184394271	"Gm37223"	"lincRNA"	26.1922222222222	7.69287920482458	"TRUE"
"ENSMUSG00000102721"	60.13	80.84	123.84	297.22	446.07	326.26	269.3	385.61	521.96	2.0101609492	2.09417656781806e-06	3.83252681880597e-05	"1"	80747222	80749054	"A630081D01Rik"	"TEC"	279.025555555556	5.67898670412982	"TRUE"
"ENSMUSG00000102744"	14.8	2.33	0.69	147.43	70.48	185.03	159.34	56.95	97.09	4.5493172374	4.3420895409968e-09	1.54588761252246e-07	"17"	51791470	51793461	"5830444F18Rik"	"TEC"	81.5711111111111	8.36230122492585	"TRUE"
"ENSMUSG00000102777"	16.65	24.87	20.75	0.78	0.97	0	0	0	0	-5.2113601301	0.0002700131	0.0025420955	"1"	191132657	191134014	"Gm38161"	"lincRNA"	7.11333333333333	3.56861516502731	"TRUE"
"ENSMUSG00000102785"	0	0.78	0	11.76	17.38	17.37	13.98	17.08	18.7	5.770054176	4.13945610749846e-05	0.0005265943	"3"	52739716	52776656	"Gm2447"	"lincRNA"	10.7833333333333	4.38305671806498	"TRUE"
"ENSMUSG00000102794"	2.78	8.55	5.53	94.11	109.1	67.97	417.46	322.15	350.94	3.9824087565	1.5021539306201e-15	1.61543492033645e-13	"1"	184376344	184382441	"Gm37712"	"lincRNA"	153.176666666667	14.8232855614773	"TRUE"
"ENSMUSG00000102796"	0	0	1.38	21.17	91.72	13.59	381.12	135.04	75.71	6.3786290913	7.04169217381314e-06	0.0001115496	"4"	132104830	132109363	"Gm37711"	"TEC"	79.97	5.15232296394865	"TRUE"
"ENSMUSG00000102801"	0	0	0	24.31	6.76	6.04	0	8.95	16.03	6.4082187096	0.0054373885	0.0289683955	"1"	123363740	123367234	"Gm37478"	"TEC"	6.89888888888889	2.26460963566144	"TRUE"
"ENSMUSG00000102802"	0	0	0	25.1	4.83	7.55	2.8	12.2	24.05	6.4241449059	0.0003683499	0.0032735322	"6"	40778711	40855600	"Mgam2-ps"	"transcribed_unprocessed_pseudogene"	8.50333333333333	3.43373944371178	"TRUE"
"ENSMUSG00000102813"	0	0	0	37.64	23.17	33.23	26.09	58.57	68.58	21.8471039828	5.67797703926845e-61	3.94865449900859e-57	"4"	150068539	150070997	"Gm37795"	"TEC"	27.4755555555556	60.2458063680164	"TRUE"
"ENSMUSG00000102852"	0	0	0	18.82	9.66	9.82	27.02	26.85	16.03	6.4575099756	8.82308533008237e-07	1.7854125047673e-05	"1"	160798682	160800819	"Gm37083"	"lincRNA"	12.0222222222222	6.05437952059139	"TRUE"
"ENSMUSG00000102862"	0.93	0.78	0	10.98	3.86	31.72	20.5	76.47	59.68	4.8755028615	0.0001022766	0.0011177563	"3"	32610861	32613513	"Gm37640"	"antisense"	22.7688888888889	3.99022371773782	"TRUE"
"ENSMUSG00000102882"	48.1	31.87	38.74	171.75	166.07	107.24	531.14	643.5	801.64	1.9095348881	4.2e-08	1.1966545314775e-06	"9"	83114108	83116864	"Gm2065"	"TEC"	282.227777777778	7.3767507096021	"TRUE"
"ENSMUSG00000102914"	6.48	3.11	1.38	18.04	33.79	37.76	53.11	13.02	18.7	3.0565080245	0.002473174	0.0155041553	"3"	65968902	65969151	"Gm35106"	"processed_pseudogene"	20.5988888888889	2.60674532780307	"TRUE"
"ENSMUSG00000102930"	419.03	734.58	453.14	169.39	140.97	160.11	109.02	140.74	161.22	-1.7718622499	0.010514439	0.0483071438	"1"	36913601	36916539	"Gm38115"	"sense_intronic"	276.466666666667	1.97821389422863	"TRUE"
"ENSMUSG00000102939"	5.55	20.21	17.99	0	0	0	0	17.9	13.36	-6.5795291987	0.001023257	0.0075702874	"9"	71896713	71899453	"Gm38111"	"TEC"	8.33444444444444	2.9900152757069	"TRUE"
"ENSMUSG00000102973"	0	0	0	52.54	49.24	132.17	148.16	87.05	47.21	9.0646448091	3.03062623095112e-10	1.35102468069088e-08	"17"	51745529	51748684	"E430014B02Rik"	"TEC"	57.3744444444444	9.51846762214274	"TRUE"
"ENSMUSG00000102975"	893.56	1086.71	1147.73	143.51	144.83	100.45	1.86	32.54	7.13	-3.0083360511	0.0040712626	0.0230248717	"1"	40088511	40091581	"Gm37347"	"TEC"	395.368888888889	2.39027088434307	"TRUE"
"ENSMUSG00000103032"	0	2.33	0	21.96	113.93	80.81	0.93	27.66	63.24	6.5250141577	5.76406916568833e-05	0.0006939168	"1"	62809302	62811857	"Gm37121"	"TEC"	34.54	4.23927081652971	"TRUE"
"ENSMUSG00000103034"	61.98	66.07	60.19	119.99	139.03	233.37	376.46	104.94	111.34	1.3880009432	0.0047521059	0.0260628773	"3"	5750806	5751295	"Gm8797"	"protein_coding"	141.485555555556	2.32311388972864	"TRUE"
"ENSMUSG00000103041"	103.6	108.05	172.26	69.01	34.76	21.9	123	153.76	81.05	-1.6115970209	5.3749e-05	0.0006550026	"3"	65957758	65962036	"Gm37305"	"antisense"	96.3766666666667	4.26962961138486	"TRUE"
"ENSMUSG00000103174"	19.43	3.89	11.76	40	68.55	53.62	45.66	52.88	39.19	2.218438705	0.0012329981	0.0088611914	"1"	191267178	191288714	"Gm37168"	"lincRNA"	37.22	2.90903759263391	"TRUE"
"ENSMUSG00000103183"	0	4.66	0.69	28.23	35.72	30.21	61.5	50.44	52.55	4.1033290173	1.35570388184425e-07	3.42836970750504e-06	"4"	156018556	156022660	"Gm37090"	"TEC"	29.3333333333333	6.8678351604136	"TRUE"
"ENSMUSG00000103192"	36.08	17.1	18.68	67.44	187.31	146.51	248.8	237.55	475.64	2.4886017425	3.34010563923168e-06	5.78295634450545e-05	"1"	80666009	80669564	"Gm37645"	"TEC"	159.456666666667	5.47623979731722	"TRUE"
"ENSMUSG00000103200"	0	0	0.69	2.35	0	21.15	8.39	6.51	26.72	4.7958251041	0.0086883346	0.0417564445	"1"	160726042	160726681	"Gm37328"	"sense_intronic"	7.31222222222222	2.06106346214111	"TRUE"
"ENSMUSG00000103216"	0.93	3.89	24.91	112.93	149.66	219.02	255.32	100.88	94.42	4.0008736837	3.46374625798298e-05	0.0004524993	"17"	51796017	51799190	"Gm37248"	"TEC"	106.884444444444	4.46045393039433	"TRUE"
"ENSMUSG00000103219"	11.1	13.99	11.07	28.23	26.07	41.54	46.59	33.35	26.72	1.4117937564	0.0003729313	0.0033066153	"1"	171634879	171636022	"Gm37787"	"antisense"	26.5177777777778	3.42837116491753	"TRUE"
"ENSMUSG00000103247"	0	0	0	11.76	0	9.06	0	2.44	33.85	5.5799770767	0.0067959549	0.034413594	"9"	89259525	89263395	"Gm38091"	"TEC"	6.34555555555556	2.16774951190219	"TRUE"
"ENSMUSG00000103251"	13.88	10.88	18.68	40.78	112.97	118.57	20.5	84.61	65.02	2.6448039265	0.0001108515	0.0011964275	"1"	176974236	176976445	"Gm37519"	"TEC"	53.9877777777778	3.9552584258033	"TRUE"
"ENSMUSG00000103285"	13.88	25.65	21.45	83.91	144.83	164.64	42.86	104.13	74.82	2.683469411	1.03304921292827e-07	2.6940632161653e-06	"2"	156084610	156086291	"Gm37274"	"TEC"	75.13	6.98587898884428	"TRUE"
"ENSMUSG00000103358"	0	0	0	22.74	0	14.35	20.5	20.34	21.38	6.4127189171	0.0001880831	0.0018658949	"17"	51842861	51846114	"Gm37593"	"TEC"	11.0344444444444	3.72565022574935	"TRUE"
"ENSMUSG00000103378"	0	0.78	0	7.84	3.86	12.08	52.18	8.14	2.67	4.808862702	0.0065319127	0.0334008076	"17"	51859167	51863217	"Gm37176"	"TEC"	9.72777777777778	2.18495962830794	"TRUE"
"ENSMUSG00000103406"	0	0.78	0	42.35	90.76	23.41	0	178.97	89.96	7.5205588197	6.706e-06	0.0001067609	"3"	93628640	93629752	"Gm5541"	"unprocessed_pseudogene"	47.3588888888889	5.1735364509072	"TRUE"
"ENSMUSG00000103432"	1.85	27.21	35.28	76.07	178.62	284.72	236.69	357.14	417.74	3.0538323515	1.09707317469971e-06	2.16563866975888e-05	"1"	160608955	160612450	"6720464F23Rik"	"TEC"	179.48	5.95976440404932	"TRUE"
"ENSMUSG00000103472"	0	0	0	0	3.86	23.41	1.86	0	3.56	5.9663801835	0.0051472617	0.0277057069	"18"	37714764	37841873	"Pcdhga7"	"protein_coding"	3.63222222222222	2.28842375054202	"TRUE"
"ENSMUSG00000103632"	7.4	17.1	1.38	51.76	106.21	122.35	78.27	100.88	127.37	3.4401405039	0.0012983643	0.0092639445	"1"	160727734	160728160	"Gm38329"	"TEC"	68.08	2.88660343443734	"TRUE"
"ENSMUSG00000103653"	17.58	32.65	32.52	88.62	65.66	219.02	46.59	46.37	40.08	2.1695132154	3.671e-06	6.24194900078209e-05	"1"	192073820	192074450	"Gstp-ps"	"processed_pseudogene"	65.4544444444444	5.43521561549601	"TRUE"
"ENSMUSG00000103693"	19.43	10.88	42.89	113.71	208.55	56.64	188.23	222.9	388.35	2.3623933349	4.79731896125827e-05	0.0005961076	"1"	160321686	160327078	"Gm37529"	"sense_intronic"	139.064444444444	4.31900140546379	"TRUE"
"ENSMUSG00000103723"	0	0	0	6.27	0	15.86	1.86	4.88	0	5.669919069	0.0029568544	0.0178085603	"1"	191000594	191000798	"Gm37095"	"processed_pseudogene"	3.20777777777778	2.52917006026705	"TRUE"
"ENSMUSG00000103749"	0	0	0	14.9	0.97	2.27	0	11.39	7.13	5.3787643924	0.009694572	0.0453641155	"18"	37731009	37841873	"Pcdhgb5"	"protein_coding"	4.07333333333333	2.01347135957561	"TRUE"
"ENSMUSG00000103808"	14.8	10.11	1.38	73.72	27.03	59.66	24.23	34.17	45.43	2.6277731305	0.002331977	0.0147968479	"1"	157404325	157406721	"Gm37060"	"TEC"	32.2811111111111	2.63227573728453	"TRUE"
"ENSMUSG00000103957"	0	3.11	6.23	7.06	5.79	37.76	32.61	32.54	34.74	2.3986160197	0.0083456521	0.0405202095	"2"	127269449	127270054	"Gm10766"	"TEC"	17.76	2.07853972341049	"TRUE"
"ENSMUSG00000103964"	0	0.78	0	50.19	67.59	74.77	45.66	37.42	53.44	7.8206811175	1.30625375615281e-08	4.18623227567066e-07	"1"	191001425	191001851	"Gm8407"	"processed_pseudogene"	36.65	7.8839724477226	"TRUE"
"ENSMUSG00000103996"	0	3.89	0.69	10.19	17.38	36.25	14.91	0.81	8.02	3.7834648128	0.0041939926	0.0235720009	"1"	87865073	87865916	"4833421G17Rik"	"TEC"	10.2377777777778	2.37737234015155	"TRUE"
"ENSMUSG00000104020"	0	6.22	1.38	7.06	56	60.42	89.46	84.61	86.4	4.0032873519	0.0004214023	0.0036404624	"1"	160589882	160591140	"Gm37215"	"TEC"	43.5055555555556	3.37530309835634	"TRUE"
"ENSMUSG00000104022"	0	0	0	0	0.97	0	0	0	0	20.9346153639	0.0007832256	0.0060903599	"1"	183420655	183422213	"Gm37214"	"sense_intronic"	0.107777777777778	3.10611312590737	"TRUE"
"ENSMUSG00000104053"	0.93	11.66	3.46	32.15	21.24	22.66	12.11	56.95	40.08	2.2310530157	0.0044373611	0.0246513579	"1"	160755687	160759689	"Gm38126"	"TEC"	22.36	2.35287522817858	"TRUE"
"ENSMUSG00000104125"	13.88	49.75	47.74	10.98	0	0.76	0.93	7.32	0.89	-3.231355768	0.0065857359	0.0335936937	"3"	60604384	60607757	"Gm37488"	"TEC"	14.6944444444444	2.18139568927434	"TRUE"
"ENSMUSG00000104200"	3.7	6.22	1.38	10.19	21.24	43.05	20.5	11.39	8.02	2.7366309143	0.0004148585	0.0035998394	"3"	51302488	51302903	"Gm37399"	"TEC"	13.9655555555556	3.38210000725933	"TRUE"
"ENSMUSG00000104213"	19.43	6.22	26.29	2637.35	899.86	1591.27	1160.13	1343.12	1414.45	6.6233070419	3.76925593949415e-26	1.28914732238798e-23	"12"	113406604	113416324	"Ighd"	"IG_C_gene"	1010.90222222222	25.4237443721455	"TRUE"
"ENSMUSG00000104253"	2.78	0.78	9.69	0	0	0	0	9.76	9.8	-4.86938232	0.0030955559	0.0184891446	"1"	121328092	121331149	"Gm37174"	"TEC"	3.64555555555556	2.50926134902716	"TRUE"
"ENSMUSG00000104292"	49.03	106.49	60.88	32.94	0.97	3.78	78.27	34.98	13.36	-2.5105078227	0.0011653298	0.0084505649	"8"	108737593	108742800	"Gm38042"	"TEC"	42.3	2.93355114755606	"TRUE"
"ENSMUSG00000104339"	202.58	196.66	267.04	48.62	63.72	40.03	1.86	14.64	0	-2.130230981	0.0014870108	0.010358433	"3"	52057285	52064244	"C130089K02Rik"	"TEC"	92.7944444444445	2.82768587723233	"TRUE"
"ENSMUSG00000104351"	13.88	17.88	36.67	56.46	57.93	123.86	48.46	77.28	27.61	1.7923602393	0.0015441404	0.0106492502	"1"	172513249	172514807	"Gm37125"	"TEC"	51.1144444444444	2.81131321425085	"TRUE"
"ENSMUSG00000104391"	2.78	21.77	19.37	2.35	0	0.76	2.8	26.03	0	-3.7856184234	0.0092592087	0.0437542175	"1"	177035040	177036936	"Gm37960"	"TEC"	8.42888888888889	2.03342612691501	"TRUE"
"ENSMUSG00000104413"	2.78	1.55	6.23	47.84	51.17	80.81	22.36	21.15	19.6	4.075232439	6.0278e-05	0.000720676	"1"	171909957	171919356	"Gm37065"	"antisense"	28.1655555555556	4.21984116583606	"TRUE"
"ENSMUSG00000104434"	3.7	8.55	5.53	22.74	16.41	20.39	33.55	8.14	12.47	1.7354878703	0.0067884385	0.034400581	"3"	10232180	10232311	"Gm37421"	"processed_pseudogene"	14.6088888888889	2.16823011214407	"TRUE"
"ENSMUSG00000104435"	23.13	12.44	33.9	228.99	332.14	176.72	208.73	331.92	354.5	3.4041629076	3.98933721393444e-11	2.12320260954883e-09	"1"	189879935	189884652	"Gm37422"	"antisense"	189.163333333333	10.399099251742	"TRUE"
"ENSMUSG00000104484"	9.25	0.78	2.77	55.68	70.48	52.87	157.48	82.98	110.45	3.8619100229	6.66621416048324e-09	2.29879712446549e-07	"8"	120685399	120686265	"Gm33142"	"TEC"	60.3044444444444	8.17612073819693	"TRUE"
"ENSMUSG00000104488"	35.15	36.53	47.74	118.42	252	227.32	270.23	294.49	225.35	2.3178640893	3.59248932574578e-11	1.93170373203696e-09	"1"	80728809	80730664	"Gm38062"	"TEC"	167.47	10.4446045135978	"TRUE"
"ENSMUSG00000104524"	6.48	6.22	42.89	57.25	120.69	154.07	56.84	107.38	89.07	2.5642637733	0.0002997164	0.0027778694	"1"	135523088	135525338	"Gm37333"	"TEC"	71.21	3.52328949250769	"TRUE"
"ENSMUSG00000104546"	19.43	13.99	31.13	3.14	0	0.76	26.09	26.03	32.96	-4.0001886913	6.63707549595869e-05	0.0007770444	"3"	152386260	152388037	"Gm43858"	"TEC"	17.0588888888889	4.17802324228085	"TRUE"
"ENSMUSG00000104554"	16.65	3.11	11.76	71.36	46.34	142.74	35.41	23.59	21.38	3.0527683498	0.0010904834	0.0080080096	"3"	122377097	122391811	"Gm42835"	"antisense"	41.3711111111111	2.96238094112909	"TRUE"
"ENSMUSG00000104671"	0.93	1.55	2.77	10.19	1.93	27.94	5.59	8.14	6.23	2.9116794924	0.0051072675	0.027554415	"3"	103071174	103072492	"Gm43062"	"lincRNA"	7.25222222222222	2.29181139479152	"TRUE"
"ENSMUSG00000104682"	0	8.55	0	8.63	17.38	43.05	28.89	12.2	5.34	3.0065871699	0.005857994	0.0308468774	"5"	145292770	145295008	"Gm42636"	"TEC"	13.7822222222222	2.23225107747658	"TRUE"
"ENSMUSG00000104698"	34.23	35.76	25.6	803.05	889.24	689.52	324.28	1764.53	1314.69	4.6402085336	3.06121875670588e-10	1.3617528128178e-08	"5"	96879518	96882741	"Gm42602"	"TEC"	653.433333333333	9.51410563432439	"TRUE"
"ENSMUSG00000104708"	0	0	0	3.92	0	0	0	0	0	17.7774952852	0.0038833945	0.0221485129	"5"	143770040	143773745	"Gm42503"	"TEC"	0.435555555555556	2.41078848880743	"TRUE"
"ENSMUSG00000104769"	0	0	0	138.81	32.83	1.51	0	0	4.45	8.6293978913	0.0068640006	0.0346908053	"6"	70044112	70044678	"Igkv8-34"	"IG_V_gene"	19.7333333333333	2.16342268719655	"TRUE"
"ENSMUSG00000104795"	23.13	22.54	17.99	56.46	70.48	86.85	56.84	104.94	86.4	1.7509303859	0.001051067	0.0077540352	"3"	96724526	96725320	"Gm42783"	"TEC"	58.4033333333333	2.97836959909749	"TRUE"
"ENSMUSG00000104835"	534.66	527.03	640.62	1546.49	1856.69	2696.17	260.91	243.24	217.33	1.8410757121	9.62813617319731e-06	0.0001472667	"3"	105815540	105817357	"Gm5547"	"lincRNA"	947.015555555556	5.01645777601542	"TRUE"
"ENSMUSG00000104876"	8.33	9.33	4.84	23.53	21.24	71.75	167.73	57.76	67.69	2.3798618292	0.009090196	0.0432297147	"14"	54142851	54148868	"Trdc"	"TR_C_gene"	48.0222222222222	2.04142675255353	"TRUE"
"ENSMUSG00000104888"	23.13	3.89	31.82	0	0	0	27.95	4.07	0.89	-7.0055237307	0.0002010894	0.0019770634	"3"	127714634	127717027	"1500005C15Rik"	"TEC"	10.1944444444444	3.69661082170976	"TRUE"
"ENSMUSG00000104913"	138.75	133.7	112.77	76.85	77.24	73.26	97.84	71.59	71.26	-0.759399454	0.0025961415	0.0160436313	"5"	22724578	22726168	"Gm6560"	"processed_pseudogene"	94.8066666666667	2.58567164045624	"FALSE"
"ENSMUSG00000104927"	18.5	13.21	8.3	106.65	50.21	141.23	12.11	22.78	26.72	2.9023246716	0.0030196177	0.0180977544	"16"	19212660	19236776	"Gm43388"	"lincRNA"	44.4122222222222	2.52004803760251	"TRUE"
