"gut_r1"	"gut_r2"	"gut_r3"	"duct_r1"	"duct_r2"	"duct_r3"	"node_r1"	"node_r2"	"node_r3"	"log2fold"	"p"	"p.adj"	"chromosome"	"start"	"stop"	"gene_name"	"gene_type"	"mean"	"mlog10p"	"sig"
"ENSMUSG00000106894"	6.48	3.11	0.69	6.27	0	0	0	7.32	0	-0.7018953575	0.8117126272	0.902561453	"5"	32005977	32010863	"Gm17130"	"antisense"	2.65222222222222	0.090597697989249	"FALSE"
"ENSMUSG00000106895"	9.25	13.99	6.23	10.98	11.59	25.68	15.84	13.83	7.13	0.7183738461	0.3606642081	0.5741395112	"5"	41342123	41342931	"Gm4754"	"processed_pseudogene"	12.7244444444444	0.442896954426679	"FALSE"
"ENSMUSG00000106904"	5.55	0	6.92	5.49	0	10.57	0.93	1.63	0.89	0.3837272372	0.738891522	0.8582302046	"6"	29546604	29548138	"Gm43029"	"TEC"	3.55333333333333	0.131419316483244	"FALSE"
"ENSMUSG00000106917"	12.03	24.1	18.68	10.98	14.48	19.64	26.09	13.02	18.7	-0.2887253524	0.4738962755	0.6715962794	"5"	91760696	91761575	"Gm7832"	"processed_pseudogene"	17.5244444444444	0.324316704544224	"FALSE"
"ENSMUSG00000106918"	574.43	644.41	542.39	683.84	782.07	1070.91	527.42	248.12	335.8	0.5266862575	0.0727915158	0.2012522387	"5"	31596935	31664384	"Mrpl33"	"protein_coding"	601.043333333333	1.13791923684035	"FALSE"
"ENSMUSG00000106926"	31.45	27.98	19.37	25.88	36.69	63.44	58.71	27.66	22.27	0.6797397231	0.4284417644	0.6341667635	"5"	82336851	82337649	"Rpl7-ps7"	"processed_pseudogene"	34.8277777777778	0.368108200855156	"FALSE"
"ENSMUSG00000106927"	0	1.55	6.23	3.14	0	0	1.86	8.95	1.78	-1.3089869956	0.4384012384	0.6433647501	"5"	150597062	150599540	"Gm43598"	"lincRNA"	2.61222222222222	0.358128227722759	"FALSE"
"ENSMUSG00000106928"	9.25	42.75	32.52	15.68	12.55	3.78	0	28.47	0.89	-1.4073332903	0.1308965137	0.3011572525	"5"	35551260	35553964	"Gm43860"	"TEC"	16.21	0.883071920301919	"FALSE"
"ENSMUSG00000106930"	12.03	12.44	6.92	12.55	20.28	16.62	18.64	8.14	8.91	0.6577340345	0.4505516158	0.6536313454	"5"	93003831	93004404	"Gm6450"	"processed_pseudogene"	12.9477777777778	0.346255448473952	"FALSE"
"ENSMUSG00000106939"	4.63	3.11	0	0	1.93	0.76	13.98	18.71	14.25	-1.5566220161	0.2175004845	0.4208600081	"5"	147325869	147326334	"Gm29778"	"processed_pseudogene"	6.37444444444444	0.662539771282024	"FALSE"
"ENSMUSG00000106940"	13.88	4.66	5.53	0	0.97	0	0	0	0	-4.7506003488	0.025637759	0.0948706219	"5"	121181737	121184996	"Gm42930"	"TEC"	2.78222222222222	1.59111993923391	"FALSE"
"ENSMUSG00000106943"	49.95	36.53	47.74	39.21	43.45	88.36	33.55	33.35	32.07	0.3545113164	0.3947551382	0.6049464926	"5"	74093060	74095406	"Dancr"	"lincRNA"	44.9122222222222	0.403672208432058	"FALSE"
"ENSMUSG00000106946"	53.65	73.85	13.84	77.64	77.24	64.19	94.11	119.59	160.33	0.6351016312	0.2938940159	0.5061836564	"6"	24657518	24660369	"Gm42856"	"TEC"	81.6044444444444	0.531809256690461	"FALSE"
"ENSMUSG00000106951"	0.93	0.78	3.46	6.27	26.07	0.76	0	3.25	26.72	2.658179649	0.1377623407	0.3120668528	"5"	148990056	148995223	"5930430L01Rik"	"lincRNA"	7.58222222222222	0.860869486793021	"FALSE"
"ENSMUSG00000106959"	0	3.89	1.38	8.63	25.1	21.15	2.8	39.86	33.85	3.3432944098	0.0008830877	0.0066947158	"6"	28233081	28237013	"Gm42548"	"TEC"	15.1844444444444	3.05399616422	"TRUE"
"ENSMUSG00000106962"	0	0	0	0.78	0	0	0.93	2.44	0.89	1.0288232493	0.6783107941	0.8208005639	"6"	127485793	127488122	"Gm43633"	"TEC"	0.56	0.168571271862049	"FALSE"
"ENSMUSG00000106967"	0.93	0.78	0	7.84	12.55	8.31	15.84	22.78	21.38	4.1644189679	0.0003911444	0.0034345312	"16"	5008370	5013418	"Gm42477"	"antisense"	10.0455555555556	3.40766288315158	"TRUE"
"ENSMUSG00000106976"	6.48	0.78	0	0	0	11.33	0	18.71	10.69	0.6772934683	0.7337433235	0.855774092	"6"	39125165	39126381	"Gm42963"	"TEC"	5.33222222222222	0.134455837472166	"FALSE"
"ENSMUSG00000106978"	0.93	4.66	2.08	0	0.97	1.51	0.93	8.14	0	-1.6406111413	0.3026459557	0.5154369448	"5"	65760991	65764379	"N4bp2os"	"processed_transcript"	2.13555555555556	0.519065125250219	"FALSE"
"ENSMUSG00000106980"	0	3.11	0.69	8.63	52.14	13.59	24.23	63.45	80.16	4.2451341648	1.46532842931738e-05	0.0002114187	"5"	150570833	150571098	"Gm43690"	"lincRNA"	27.3333333333333	4.8340650244195	"TRUE"
"ENSMUSG00000106981"	3.7	0	1.38	0	0	4.53	9.32	5.69	6.23	-0.1318179817	0.9539699234	0.9822175646	"5"	53281810	53283509	"Gm45495"	"lincRNA"	3.42777777777778	0.0204653174419448	"FALSE"
"ENSMUSG00000106988"	33.3	25.65	22.83	20.39	27.03	32.47	38.21	20.34	13.36	-0.0300257338	0.9592536704	0.9844996717	"15"	62980648	62981817	"Tsg101-ps"	"processed_pseudogene"	25.9533333333333	0.0180665303820133	"FALSE"
"ENSMUSG00000106990"	77.7	44.31	69.18	37.64	34.76	74.01	25.16	75.66	40.08	-0.3802591714	0.4441090898	0.6479098025	"6"	28211008	28214805	"Gm42547"	"TEC"	53.1666666666667	0.352510337815781	"FALSE"
"ENSMUSG00000106992"	12.95	7	14.53	15.68	16.41	24.92	27.95	21.97	0	0.7264718987	0.5969367617	0.7670541796	"5"	74429500	74431105	"Gm43167"	"TEC"	15.7122222222222	0.224071674732317	"FALSE"
"ENSMUSG00000106993"	0	6.22	0	2.35	0	0	0	12.2	17.81	-1.3882793807	0.5945231016	0.7650131718	"5"	74048299	74053505	"Gm43417"	"TEC"	4.28666666666667	0.225831265179058	"FALSE"
"ENSMUSG00000107000"	27.75	39.64	56.04	79.21	28	23.41	48.46	54.51	61.46	0.0797241169	0.8757054501	0.9396296864	"5"	134267065	134270736	"Gm43481"	"TEC"	46.4977777777778	0.0576419473792362	"FALSE"
"ENSMUSG00000107002"	322.83	474.17	464.9	520.73	843.86	876.82	1048.31	562.14	433.78	0.8280640087	0.0143961224	0.0612077241	"16"	31947050	31948494	"0610012G03Rik"	"protein_coding"	616.393333333333	1.84175446950603	"FALSE"
"ENSMUSG00000107009"	0.93	7	3.46	11.76	31.86	6.04	0	6.51	0.89	2.1116971206	0.1105485665	0.2691208142	"5"	74367163	74369915	"6720475M21Rik"	"TEC"	7.60555555555556	0.956446884611058	"FALSE"
"ENSMUSG00000107012"	0	0	0	2.35	9.66	4.53	36.34	2.44	28.5	5.2310572989	0.0023004491	0.0146190281	"6"	29912023	29915633	"4930528J11Rik"	"TEC"	9.31333333333333	2.63818737154228	"TRUE"
"ENSMUSG00000107019"	25.9	13.99	11.07	14.9	3.86	22.66	1.86	30.91	14.25	-0.2879591338	0.7750154757	0.8799536256	"5"	93176970	93179059	"Gm43682"	"TEC"	15.4888888888889	0.110689625307871	"FALSE"
"ENSMUSG00000107020"	6.48	7.77	6.92	5.49	4.83	10.57	6.52	6.51	3.56	-0.0088244437	0.990536654	0.9955681344	"5"	76060412	76060763	"Gm6051"	"processed_pseudogene"	6.51666666666667	0.00412944911543099	"FALSE"
"ENSMUSG00000107023"	8.33	18.66	19.37	21.96	29.93	71.75	4.66	33.35	74.82	1.4124801106	0.1325304634	0.3038776853	"7"	127519584	127567054	"Gm42715"	"protein_coding"	31.4255555555556	0.877684283494175	"FALSE"
"ENSMUSG00000107026"	10.18	10.11	4.15	9.41	5.79	10.57	7.45	11.39	2.67	0.0968298274	0.8998700914	0.9537821448	"6"	38284526	38284949	"Gm7504"	"processed_pseudogene"	7.96888888888889	0.0458201824054914	"FALSE"
"ENSMUSG00000107035"	36.08	32.65	20.06	25.88	29.93	30.96	39.14	17.08	16.92	-0.0306979313	0.9665024629	0.9882445052	"6"	37686239	37687195	"Ybx1-ps2"	"processed_pseudogene"	27.6333333333333	0.0147970349385667	"FALSE"
"ENSMUSG00000107041"	19.43	38.09	73.33	14.9	19.31	21.15	9.32	26.85	17.81	-1.2480057077	0.0330317546	0.1144183126	"5"	67633663	67635308	"Gm42735"	"TEC"	26.6877777777778	1.48106835658836	"FALSE"
"ENSMUSG00000107045"	5.55	0	1.38	10.98	17.38	21.9	30.75	122.03	126.48	2.9254585808	0.0014214465	0.0099850632	"6"	127318341	127320575	"Gm43636"	"TEC"	37.3833333333333	2.84726948151841	"TRUE"
"ENSMUSG00000107048"	0.93	14.77	19.37	3.14	0.97	0.76	0	0.81	0	-2.8487112523	0.0817632943	0.2185277491	"5"	150752093	150753873	"Gm43807"	"sense_intronic"	4.52777777777778	1.08744161883009	"FALSE"
"ENSMUSG00000107050"	0	5.44	0.69	0	0	0.76	0	7.32	8.02	-2.7891904802	0.1975969624	0.39646715	"5"	65680014	65682344	"C030017G13Rik"	"TEC"	2.47	0.704219735978442	"FALSE"
"ENSMUSG00000107054"	6.48	6.22	0	4.71	7.72	16.62	23.3	39.86	19.6	1.2184025503	0.2666780487	0.4778628002	"5"	115039770	115041084	"C730045M19Rik"	"TEC"	13.8344444444444	0.574012731294797	"FALSE"
"ENSMUSG00000107061"	0	13.21	1.38	12.55	43.45	2.27	0	0.81	10.69	1.9873928485	0.1731500529	0.3642663662	"5"	75833035	75835645	"Gm19590"	"lincRNA"	9.37333333333333	0.761577371430867	"FALSE"
"ENSMUSG00000107066"	8.33	3.11	4.15	5.49	9.66	3.02	7.45	6.51	5.34	0.2200821239	0.7672728024	0.8747807244	"6"	122792584	122793325	"Gm4482"	"processed_pseudogene"	5.89555555555556	0.115050196008762	"FALSE"
"ENSMUSG00000107079"	2.78	0	0	0	0	0	4.66	0.81	4.45	-2.5059996244	0.2052913149	0.4061013251	"5"	147868074	147868548	"Gm35648"	"processed_pseudogene"	1.41111111111111	0.687629423599651	"FALSE"
"ENSMUSG00000107083"	52.73	52.86	63.65	123.91	99.45	80.05	30.75	67.52	55.22	0.8414056824	0.1257271611	0.2932165168	"5"	32467195	32469429	"Gm43313"	"TEC"	69.5711111111111	0.900570890638525	"FALSE"
"ENSMUSG00000107085"	1.85	3.11	2.08	2.35	0	0	0.93	1.63	8.02	-1.5423690677	0.3125973935	0.5266246302	"5"	147439390	147439611	"Gm42883"	"processed_pseudogene"	2.21888888888889	0.505014647536558	"FALSE"
"ENSMUSG00000107086"	14.8	13.99	13.84	36.86	40.55	37.01	31.68	27.66	17.81	1.4248465207	0.0073831341	0.0366661096	"5"	30868764	30870828	"Gm43808"	"TEC"	26.0222222222222	2.13175924340726	"TRUE"
"ENSMUSG00000107092"	72.15	38.87	22.83	43.92	62.76	30.96	29.82	39.86	37.41	0.0416700513	0.9587420612	0.9843619893	"5"	95974240	95975623	"Gm7993"	"processed_pseudogene"	42.0644444444444	0.0182982191747044	"FALSE"
"ENSMUSG00000107094"	1.85	5.44	0	3.14	0	0	0	4.07	0	-1.1911694811	0.5469602028	0.7289192406	"6"	3583814	3586303	"Gm43294"	"TEC"	1.61111111111111	0.262044272081792	"FALSE"
"ENSMUSG00000107096"	17.58	12.44	53.27	15.68	19.31	12.84	30.75	27.66	24.05	-0.8164724779	0.1413654046	0.3173344562	"5"	150599932	150607003	"Gm43597"	"lincRNA"	23.7311111111111	0.849656859489633	"FALSE"
"ENSMUSG00000107102"	5.55	0.78	2.77	1.57	3.86	3.78	24.23	8.14	1.78	0.0326074746	0.9775049353	0.9932460285	"5"	65587716	65591440	"Gm42726"	"antisense"	5.82888888888889	0.00988104122811018	"FALSE"
"ENSMUSG00000107103"	13.88	4.66	17.3	4.71	0.97	24.17	0	3.25	4.45	-0.2587467293	0.8657012846	0.9337293026	"6"	33690027	33692154	"Gm43164"	"TEC"	8.15444444444445	0.0626319380397423	"FALSE"
"ENSMUSG00000107109"	19.43	10.11	18.68	27.45	5.79	0.76	5.59	65.9	32.07	-0.4991069167	0.5899174445	0.7613639124	"5"	73187954	73190417	"Gm42571"	"TEC"	20.6422222222222	0.229208761081111	"FALSE"
"ENSMUSG00000107111"	15.73	7	6.23	1.57	9.66	1.51	5.59	1.63	1.78	-1.2188074153	0.1692247641	0.3584018441	"5"	53546351	53547322	"Gm42747"	"antisense"	5.63333333333333	0.771536082638532	"FALSE"
"ENSMUSG00000107116"	17.58	19.43	3.46	1.57	3.86	9.06	6.52	8.14	16.92	-1.4666710879	0.1288716398	0.2982747971	"5"	118644373	118649372	"Gm43274"	"TEC"	9.61555555555556	0.889842645358034	"FALSE"
"ENSMUSG00000107118"	5.55	17.88	13.84	16.47	0	2.27	20.5	4.88	7.13	-0.9869277875	0.5113903521	0.7013000059	"5"	129945580	129948964	"Gm42986"	"TEC"	9.83555555555555	0.291247469640259	"FALSE"
"ENSMUSG00000107121"	12.03	5.44	4.84	25.1	33.79	28.7	12.11	21.97	44.54	1.9877800063	0.012365623	0.0545536036	"5"	115631049	115631816	"1110006O24Rik"	"lincRNA"	20.9466666666667	1.9077839982961	"FALSE"
"ENSMUSG00000107128"	3.7	10.11	2.77	43.13	19.31	40.78	8.39	52.88	75.71	2.6410796979	0.001792829	0.0119999334	"5"	34575088	34575556	"Gm42867"	"TEC"	28.5311111111111	2.74646113146289	"TRUE"
"ENSMUSG00000107134"	0	0	0	2.35	0	38.52	0	6.51	0.89	6.5470758553	0.131049568	0.3014096722	"5"	39606927	39610344	"Gm42528"	"TEC"	5.36333333333333	0.882564406350539	"FALSE"
"ENSMUSG00000107136"	19.43	24.1	6.92	45.49	69.52	21.15	19.57	42.3	40.08	1.4362594681	0.0052779904	0.0282780469	"5"	67843120	67844420	"Gm42466"	"TEC"	32.0622222222222	2.27753140404223	"TRUE"
"ENSMUSG00000107140"	12.95	8.55	7.61	2.35	4.83	12.84	0	4.07	17.81	-0.5303731753	0.6349995604	0.7925206681	"5"	31926697	31927391	"Gm43811"	"TEC"	7.89	0.197226575363017	"FALSE"
"ENSMUSG00000107143"	60.13	51.3	53.96	46.27	26.07	38.52	11.18	33.35	24.05	-0.5717799363	0.2101226064	0.4120876046	"5"	130220451	130223065	"Gm42469"	"antisense"	38.3144444444444	0.677527220765763	"FALSE"
"ENSMUSG00000107145"	0	1.55	2.77	0	2.9	0.76	0.93	1.63	4.45	-0.3579773241	0.8058020306	0.8990664655	"6"	35926711	35927124	"Gm43442"	"processed_pseudogene"	1.66555555555556	0.0937716425355489	"FALSE"
"ENSMUSG00000107149"	6.48	7	2.08	5.49	4.83	7.55	9.32	5.69	6.23	0.2349740711	0.7333639029	0.8555375057	"5"	33774912	33775223	"Gm30708"	"processed_pseudogene"	6.07444444444444	0.134680470373714	"FALSE"
"ENSMUSG00000107151"	13.88	14.77	4.84	7.84	21.24	37.01	14.91	10.58	13.36	0.9878082651	0.2770212687	0.4889229342	"5"	31708396	31708627	"Gm43810"	"TEC"	15.3811111111111	0.557486886081938	"FALSE"
"ENSMUSG00000107153"	0	0	0	0	0	0	0.93	0	7.13	0.0670291276	0.9872837112	0.9952983845	"6"	127296186	127307967	"Gm38404"	"lincRNA"	0.895555555555556	0.0055580281782188	"FALSE"
"ENSMUSG00000107158"	9.25	12.44	0	5.49	5.79	5.29	0	8.14	1.78	-0.3824953496	0.7786362032	0.8828154507	"5"	65672609	65674160	"Gm42728"	"TEC"	5.35333333333333	0.108665407342158	"FALSE"
"ENSMUSG00000107160"	0	0.78	1.38	3.92	3.86	5.29	0.93	0	0	2.5355622518	0.1061373798	0.2618047003	"5"	76410354	76410505	"Gm42666"	"processed_pseudogene"	1.79555555555556	0.974131637946952	"FALSE"
"ENSMUSG00000107168"	0.93	1.55	0	0.78	0.97	0	15.84	0.81	2.67	-0.5203425584	0.7691295466	0.8756056821	"5"	36618701	36621255	"Gm42507"	"TEC"	2.61666666666667	0.114000504626222	"FALSE"
"ENSMUSG00000107171"	3.7	28.76	10.38	3.14	0.97	10.57	0.93	18.71	16.03	-1.5347874587	0.2466682745	0.4550570528	"5"	73041777	73045154	"Gm42572"	"TEC"	10.3544444444444	0.60788670416084	"FALSE"
"ENSMUSG00000107176"	148.93	158.58	118.3	132.53	211.45	346.65	215.25	96	115.79	0.6979801795	0.4192139895	0.6263904151	"6"	66875321	66875743	"Gm9794"	"processed_pseudogene"	171.497777777778	0.377564233034634	"FALSE"
"ENSMUSG00000107178"	0	0	0	1.57	11.59	2.27	0	17.9	16.03	5.1287998121	0.0107512956	0.0491679703	"5"	150562311	150566358	"Gm42531"	"sense_intronic"	5.48444444444444	1.9685391973273	"TRUE"
"ENSMUSG00000107182"	0	0	2.77	0.78	0	0	0	0	40.08	-1.6505438633	0.6573090403	0.8079156475	"5"	53905164	53909218	"Gm43268"	"TEC"	4.84777777777778	0.182230394609324	"FALSE"
"ENSMUSG00000107195"	25.9	27.21	33.9	9.41	10.62	37.01	20.5	11.39	8.02	-0.6032326272	0.3895504563	0.6004843025	"5"	65493096	65494015	"4930589O11Rik"	"TEC"	20.44	0.409436282603795	"FALSE"
"ENSMUSG00000107200"	5.55	3.11	0	14.9	3.86	8.31	0	9.76	1.78	1.6810161994	0.1762137121	0.3684821765	"5"	91958000	91958962	"Gm43039"	"TEC"	5.25222222222222	0.753960299910003	"FALSE"
"ENSMUSG00000107201"	12.95	21.77	20.75	19.61	82.07	56.64	0	24.41	33.85	1.5096165949	0.1182864378	0.2812319033	"5"	30897300	30899580	"5930420M18Rik"	"TEC"	30.2277777777778	0.92706504680292	"FALSE"
"ENSMUSG00000107205"	26.83	48.19	56.04	33.72	179.59	39.27	15.84	58.57	102.43	0.9412134367	0.2091352906	0.4108464753	"5"	75020236	75023081	"Gm42576"	"TEC"	62.2755555555556	0.679572675840235	"FALSE"
"ENSMUSG00000107211"	1.85	1.55	2.08	2.35	2.9	3.02	1.86	2.44	1.78	0.5888102681	0.5674403727	0.7443262179	"5"	32420003	32420972	"Gm5864"	"processed_pseudogene"	2.20333333333333	0.246079767910864	"FALSE"
"ENSMUSG00000107215"	0.93	0	0	10.19	0	1.51	0	6.51	21.38	3.7862189168	0.1330217386	0.3047696609	"6"	3336772	3339354	"Gm43197"	"TEC"	4.50222222222222	0.876077380216709	"FALSE"
"ENSMUSG00000107225"	24.98	2.33	17.3	21.17	12.55	51.36	64.3	21.15	8.02	0.93787146	0.3701839473	0.5838484799	"5"	117130323	117133248	"Gm43637"	"TEC"	24.7955555555556	0.431582417971516	"FALSE"
"ENSMUSG00000107226"	25.9	14.77	12.45	0	0	0	0	0	0	-6.8574305731	0.0703716213	0.1967255976	"5"	81249249	81252690	"Gm43594"	"TEC"	5.90222222222222	1.15260244309606	"FALSE"
"ENSMUSG00000107227"	6.48	17.1	11.76	13.33	7.72	51.36	33.55	21.15	23.16	1.0367359071	0.1617894934	0.3479449749	"5"	34469664	34473195	"Gm42559"	"TEC"	20.6233333333333	0.791049684865647	"FALSE"
"ENSMUSG00000107230"	1.85	6.22	6.23	23.53	34.76	20.39	19.57	44.74	28.5	2.4261455523	0.0002196216	0.0021311471	"6"	85961623	86001926	"Gm19265"	"antisense"	20.6433333333333	3.65832494883264	"TRUE"
"ENSMUSG00000107254"	2.78	3.89	0.69	9.41	0	0	7.45	25.22	19.6	0.3780533208	0.8085607961	0.9004485902	"5"	65911624	65915946	"Gm43769"	"TEC"	7.67111111111111	0.0922873197055289	"FALSE"
"ENSMUSG00000107257"	3.7	3.89	1.38	4.71	7.72	12.08	9.32	3.25	6.23	1.4687272103	0.1471042197	0.3258352947	"5"	67988527	67989007	"Gm43028"	"processed_pseudogene"	5.80888888888889	0.83237486931094	"FALSE"
"ENSMUSG00000107261"	3.7	7	6.23	9.41	9.66	13.59	2.8	1.63	3.56	0.9419047002	0.2567274923	0.4663972198	"5"	91737705	91738079	"Trmt112-ps1"	"processed_pseudogene"	6.39777777777778	0.590527621336882	"FALSE"
"ENSMUSG00000107266"	7.4	0.78	0	0.78	8.69	0	32.61	9.76	16.03	0.2159550588	0.8907501698	0.9484174973	"5"	67360387	67366599	"Gm43698"	"lincRNA"	8.45	0.0502440861891882	"FALSE"
"ENSMUSG00000107276"	7.4	22.54	2.08	11.76	23.17	6.04	0	15.46	0.89	0.3516002096	0.753854012	0.8674138488	"5"	38134394	38136097	"Gm42858"	"TEC"	9.92666666666667	0.122712749516805	"FALSE"
"ENSMUSG00000107277"	0.93	0.78	0.69	5.49	1.93	2.27	5.59	14.64	24.05	2.0346225242	0.1677075168	0.3562290698	"5"	32607020	32611805	"Gm10461"	"TEC"	6.26333333333333	0.775447471492892	"FALSE"
"ENSMUSG00000107278"	3.7	10.88	15.22	14.9	3.86	9.82	25.16	6.51	0	-0.0627144967	0.9435286664	0.9774486601	"6"	85679277	85682864	"Gm42600"	"TEC"	10.0055555555556	0.0252449005120752	"FALSE"
"ENSMUSG00000107283"	382.03	478.84	386.03	378.78	454.76	584.55	728.69	419.78	513.05	0.1857281114	0.5091814022	0.6993935626	"5"	31140654	31154251	"Mpv17"	"protein_coding"	480.723333333333	0.293127467291395	"FALSE"
"ENSMUSG00000107286"	98.98	105.72	80.25	96.46	120.69	44.56	54.05	66.71	108.67	-0.124148848	0.834203421	0.9148132538	"5"	118602716	118605132	"Gm43788"	"TEC"	86.2322222222222	0.0787280334803862	"FALSE"
"ENSMUSG00000107304"	49.03	78.51	65.03	48.62	74.34	49.09	44.73	17.08	45.43	-0.1644209442	0.8224661637	0.9083112328	"5"	66069501	66072895	"Gm43775"	"TEC"	52.4288888888889	0.0848819599076522	"FALSE"
"ENSMUSG00000107313"	13.88	1.55	4.15	3.14	0	0	2.8	6.51	0.89	-2.6068441336	0.1254375961	0.2928304239	"5"	149183183	149184226	"Gm43332"	"lincRNA"	3.65777777777778	0.901572277447493	"FALSE"
"ENSMUSG00000107317"	7.4	10.11	1.38	7.06	0	0	0	0	0	-1.408347187	0.4964021949	0.689693593	"5"	149282752	149287868	"Gm19719"	"antisense"	2.88333333333333	0.304166306885534	"FALSE"
"ENSMUSG00000107319"	2.78	6.22	3.46	7.84	4.83	18.13	27.95	6.51	13.36	1.3108521272	0.1421679203	0.3183481078	"5"	67259971	67261262	"Gm42670"	"antisense"	10.12	0.847198389600844	"FALSE"
"ENSMUSG00000107320"	5.55	4.66	7.61	25.88	39.59	32.47	55.91	85.42	31.17	2.4496420874	0.0005823951	0.0047370405	"6"	28219167	28226170	"Gm42549"	"TEC"	32.0288888888889	3.23478228763031	"TRUE"
"ENSMUSG00000107331"	0	4.66	3.46	3.92	0	5.29	1.86	15.46	13.36	0.1826526568	0.8809486671	0.9428631838	"5"	73311364	73312560	"Gm42732"	"TEC"	5.33444444444444	0.055049397200576	"FALSE"
"ENSMUSG00000107333"	7.4	7.77	4.15	10.19	7.72	21.9	12.11	3.25	3.56	1.0539234397	0.2773834908	0.4889787261	"3"	39217561	39217846	"Gm43008"	"processed_pseudogene"	8.67222222222222	0.556919390659355	"FALSE"
"ENSMUSG00000107335"	1.85	0	0.69	4.71	5.79	0	0	4.07	0	2.0722828156	0.2910821968	0.5031356978	"5"	135007093	135010108	"Gm43372"	"TEC"	1.90111111111111	0.535984356113793	"FALSE"
"ENSMUSG00000107336"	5.55	15.55	11.76	3.14	6.76	10.57	10.25	17.9	5.34	-0.686692694	0.4514713309	0.6541913027	"5"	147427738	147428733	"Gm43461"	"TEC"	9.64666666666667	0.345369822819459	"FALSE"
"ENSMUSG00000107352"	3.7	10.11	0.69	7.84	19.31	1.51	0.93	3.25	6.23	0.9724081782	0.3095854097	0.523367669	"5"	31560812	31569072	"Gm43660"	"lincRNA"	5.95222222222222	0.509219515159983	"FALSE"
"ENSMUSG00000107355"	1.85	23.32	4.84	49.41	208.55	62.68	16.77	3.25	4.45	3.41271085	0.0026847348	0.0165079933	"5"	31569595	31571397	"AI839979"	"lincRNA"	41.68	2.57109860776142	"TRUE"
"ENSMUSG00000107362"	115.63	156.24	94.09	107.44	153.52	228.08	155.62	196.06	100.65	0.4192285189	0.2985296635	0.5113064912	"5"	65541929	65543680	"Gm42724"	"TEC"	145.258888888889	0.525012508573821	"FALSE"
"ENSMUSG00000107364"	12.95	7	4.84	14.9	0	8.31	0.93	7.32	8.02	-0.0817123576	0.9525300834	0.9815585859	"5"	118707402	118710079	"Gm43051"	"TEC"	7.14111111111111	0.0211212992761747	"FALSE"
"ENSMUSG00000107365"	9.25	2.33	6.23	2.35	0	0	0	0	0	-2.8908025593	0.1418718303	0.3180606055	"6"	39240114	39242541	"Gm43479"	"lincRNA"	2.24	0.848103828360402	"FALSE"
"ENSMUSG00000107374"	3.7	7	4.84	0.78	0	0	0	0	7.13	-4.1240101636	0.0478398724	0.1495031843	"5"	93090994	93093130	"Gm43172"	"TEC"	2.60555555555556	1.32020998738189	"FALSE"
"ENSMUSG00000107383"	106.38	129.81	79.56	99.6	115.86	170.68	143.5	69.96	57.9	0.2907450096	0.7303621385	0.8538860876	"7"	116824510	116825851	"Gm4366"	"processed_pseudogene"	108.138888888889	0.136461748434762	"FALSE"
"ENSMUSG00000107389"	4.63	6.22	2.77	6.27	3.86	9.06	6.52	2.44	3.56	0.5076148293	0.649363921	0.8025876471	"6"	126990596	126990873	"Gm43124"	"processed_pseudogene"	5.03666666666667	0.187511844668889	"FALSE"
"ENSMUSG00000107390"	104.53	123.6	154.28	81.56	41.52	149.54	69.89	58.57	84.62	-0.4862369641	0.383526047	0.595661198	"5"	66080209	66084466	"Gm43323"	"TEC"	96.4566666666667	0.416205135797831	"FALSE"
"ENSMUSG00000107402"	9.25	19.43	49.12	13.33	27.03	16.62	24.23	7.32	13.36	-0.4630259095	0.5234182343	0.7104335842	"6"	148212253	148215731	"4732416N19Rik"	"TEC"	19.9655555555556	0.281151151933181	"FALSE"
"ENSMUSG00000107411"	13.88	31.09	72.64	18.82	33.79	12.84	32.61	26.85	26.72	-0.8624224678	0.1549110965	0.3371841634	"6"	114738534	114743259	"Gm19040"	"processed_pseudogene"	29.9155555555556	0.8099174720012	"FALSE"
"ENSMUSG00000107412"	0	0	0	0	0	0	4.66	0	0	0.0670287882	0.9898592329	0.9955681344	"6"	81984321	81992413	"Gm20383"	"lincRNA"	0.517777777777778	0.00442656168678651	"FALSE"
"ENSMUSG00000107428"	2.78	9.33	12.45	16.47	25.1	12.08	42.86	47.18	19.6	1.0961986865	0.0965264353	0.2448211221	"6"	116630222	116632945	"Gm44154"	"TEC"	20.8722222222222	1.01535373191334	"FALSE"
"ENSMUSG00000107432"	3.7	0.78	3.46	7.06	0	7.55	3.73	0	0	0.8906068912	0.6310885365	0.7894348828	"6"	88882655	88883177	"Gm36189"	"processed_pseudogene"	2.92	0.199909708559196	"FALSE"
"ENSMUSG00000107443"	0	0.78	2.77	0.78	4.83	0.76	2.8	0.81	0.89	0.7446841401	0.6115115201	0.7776875857	"6"	142970662	142971313	"Gm7468"	"processed_pseudogene"	1.60222222222222	0.213595356994442	"FALSE"
"ENSMUSG00000107455"	0	6.22	10.38	3.92	14.48	44.56	8.39	8.95	3.56	1.9120042566	0.1689968602	0.3581655317	"6"	113044035	113046148	"Gm43868"	"TEC"	11.1622222222222	0.7721213640874	"FALSE"
"ENSMUSG00000107458"	5.55	3.11	17.99	4.71	0.97	1.51	9.32	0	0	-1.8836971538	0.093147995	0.2388969464	"6"	108519029	108525687	"Gm44040"	"antisense"	4.79555555555556	1.03082648880647	"FALSE"
